state,year,state_tax_per_pack,price_per_pack,pack_sales_per_capita
IL,1990,0.2,1.54,94.1
NE,1988,0.27,1.393,92.9
IA,2000,0.36,2.994,88.9
AR,1992,0.21,1.799,126
GA,2013,0.37,4.563,49.9
GA,2016,0.37,4.919,47.3
OR,1979,0.09,0.54,150.7
MO,1982,0.09,0.748,139.7
ID,1997,0.28,1.871,75
TX,1981,0.185,0.738,129
NH,2006,0.8,3.764,135.5
UT,1997,0.265,2.227,57
NE,1985,0.18,1.04,105.1
WA,1982,0.208,0.931,106.6
ME,1979,0.16,0.59,138.5
DC,1996,0.65,2.304,56
SC,2013,0.57,4.879,62
WY,1980,0.08,0.559,158.1
HI,1970,0.08,0.367,82.1
NM,1974,0.12,0.463,100.3
CT,2003,1.51,4.684,59.7
VA,1979,0.025,0.485,151.8
KS,2013,0.79,5.14,41
AK,2013,2,8.659,39
UT,2004,0.695,3.76,34.2
NV,1977,0.1,0.543,190.8
HI,2016,3.2,9.038,25.4
LA,1983,0.11,0.907,133.7
SC,1993,0.07,1.391,115.2
NM,2017,1.66,6.53,24
WI,1991,0.3,1.765,95.5
NY,2012,4.35,9.967,18
MN,1992,0.43,2.156,83.8
CO,1973,0.05,0.381,137.9
WA,1994,0.34,2.258,72.6
IA,2019,1.36,6.389,41.6
MA,1973,0.16,0.463,121.2
IN,1986,0.105,1.001,137.6
WV,1988,0.17,1.312,109.1
WV,2005,0.55,3.394,102.4
IL,2011,0.98,5.871,45.3
WA,2017,3.025,8.179,17
SC,1994,0.07,1.4,112.2
SD,1986,0.23,1.137,97
MT,1994,0.1926,1.554,88.2
NE,2006,0.64,3.718,59.5
DC,2019,4.94,10.418,9.1
WI,1995,0.38,2.005,93.5
OR,1981,0.09,0.624,143.1
AR,1990,0.21,1.465,113.1
DC,1982,0.13,0.863,132
NM,1999,0.21,2.798,59.7
UT,2017,1.7,6.791,18.4
OR,1977,0.09,0.507,155.6
AL,1970,0.12,0.427,89.8
NH,1997,0.25,1.97,174.4
RI,1983,0.23,0.948,135.8
OR,1984,0.19,0.975,118
KY,1988,0.03,1.038,173.2
OH,2013,1.25,5.631,54.6
CA,2001,0.87,3.977,38
OR,1985,0.19,1.047,118.6
KS,2010,0.79,4.997,45.2
VT,1994,0.2,1.601,120.3
MS,1971,0.09,0.374,105.4
MI,1982,0.21,0.877,137.3
AZ,1994,0.18,1.629,79
IA,1978,0.13,0.564,127.1
NJ,1972,0.19,0.489,128.4
AR,1993,0.22,1.681,113.8
IN,1981,0.105,0.651,148.5
DC,2001,0.65,3.714,43.9
TX,1998,0.41,2.25,73.2
NM,1992,0.15,1.722,71.4
WY,1970,0.06,0.344,132.2
WA,2004,1.425,4.728,37.7
VA,2000,0.025,2.754,96.7
AL,2001,0.165,3.23,90.5
MN,1989,0.38,1.623,92.3
TN,1993,0.13,1.503,120.8
NV,1976,0.1,0.493,201.4
CA,1995,0.37,1.979,56.4
TN,2003,0.2,3.182,93.2
UT,2014,1.7,6.349,19.5
IN,2005,0.555,3.509,96.1
OR,1972,0.09,0.351,160.4
VT,1980,0.12,0.61,161.6
WY,2018,0.6,5.456,50.4
OH,2011,1.25,5.614,56.8
FL,1971,0.15,0.468,123
GA,1997,0.12,1.687,100.6
RI,1984,0.23,1.003,136.9
MA,1985,0.26,1.15,117.2
MT,1993,0.18,1.513,86
UT,1989,0.23,1.519,57
NM,1971,0.12,0.421,92.6
ID,1970,0.07,0.336,102.4
VT,1998,0.44,2.337,97
NJ,1980,0.19,0.687,124.3
OR,1974,0.09,0.394,155.8
MO,1986,0.13,1.085,128.8
NY,2000,1.11,3.985,57.8
CA,1984,0.1,0.98,104.8
MA,1993,0.26,1.909,84.1
FL,1983,0.21,0.993,127.6
AR,2014,1.15,5.508,54.4
MS,1999,0.18,2.72,103.9
SC,2003,0.07,3.167,95.7
DC,1994,0.5,2.219,54.1
GA,2002,0.12,3.156,79.5
AL,1982,0.16,0.844,119.1
KS,1980,0.11,0.598,127.1
OK,1973,0.13,0.41,124.1
NY,2018,4.35,10.346,12.5
HI,1992,0.43,2.263,51.3
NH,2009,1.33,5.878,116.6
WV,1984,0.17,1.032,111.9
PA,2006,1.35,4.301,62.4
MD,2005,1,3.981,48.7
LA,2018,1.08,5.909,53.6
WV,2008,0.55,3.704,112.8
DC,1970,0.04,0.326,200.4
TN,2006,0.2,3.235,98.7
GA,1992,0.12,1.672,109.2
CO,2004,0.2,3.429,60.7
VT,2010,2.24,6.845,47.7
MI,1984,0.21,1.014,128.2
WY,2012,0.6,4.896,61.5
TN,1973,0.13,0.425,109.7
CA,2003,0.87,3.947,34.7
MA,1970,0.12,0.41,124.3
MT,1973,0.12,0.418,119.9
NV,2011,0.8,5.23,45.7
NY,1989,0.33,1.674,100.1
MS,2007,0.18,3.437,88.8
GA,1990,0.12,1.382,113.8
AL,1973,0.12,0.431,102.9
UT,1996,0.265,1.862,54
AZ,1989,0.15,1.302,96.8
KS,1977,0.11,0.526,127.9
NH,2012,1.68,5.876,93.9
HI,1978,0.12,0.605,93.2
NY,1982,0.15,0.831,128.5
TX,1994,0.41,1.85,78.8
HI,2019,3.2,9.444,22.5
IL,1972,0.12,0.41,126.6
OH,2007,1.25,4.414,67.8
AL,1986,0.165,1.1,116.3
RI,1972,0.13,0.406,134.4
KY,1998,0.03,1.792,171.3
ME,1971,0.12,0.415,133.2
ND,1970,0.11,0.389,93.8
LA,2010,0.36,4.561,74.3
CA,1993,0.35,1.903,63.4
WI,2002,0.77,3.951,75.3
NM,1988,0.15,1.272,77.7
RI,1980,0.18,0.645,149.3
CO,1974,0.1,0.417,132.8
NY,1972,0.15,0.458,119.9
GA,1973,0.12,0.424,119.8
WI,1988,0.3,1.383,102.6
VT,2002,0.44,3.903,93
CO,2007,0.84,4.213,51.1
VA,1987,0.025,1.021,133
DC,1986,0.13,1.125,117.2
DE,1976,0.14,0.517,153
AZ,1984,0.13,0.988,107.1
IA,1998,0.36,2.13,94
TX,1988,0.26,1.37,96.5
AK,1976,0.08,0.515,164.8
OK,2010,1.03,5.337,71.2
KY,2015,0.6,4.858,84.5
VT,2013,2.62,7.672,42.1
TN,1974,0.13,0.453,114.8
NC,2012,0.45,4.578,60.7
MI,2019,2,7.088,41.3
CT,2017,3.9,9.254,26.5
KY,1991,0.03,1.358,170.8
MN,2016,3.543,8.318,29.8
NE,2010,0.64,4.979,55
AL,1998,0.165,1.956,106.2
WV,1996,0.17,1.609,112.7
ME,1985,0.2,1.127,127.9
NY,1999,0.56,3.268,62.9
MA,1995,0.51,2.076,76.9
NV,1992,0.35,1.968,110
MN,1994,0.48,2.022,83.4
OR,1988,0.27,1.45,108.2
FL,2010,1.339,5.527,50
UT,1995,0.265,1.749,52
NE,1970,0.08,0.347,108.1
AZ,1970,0.1,0.385,115.2
MT,2000,0.18,2.71,75.5
NY,1977,0.15,0.595,125.5
NH,1990,0.17,1.539,152.4
MI,2008,2,5.413,52.4
TN,1979,0.13,0.603,127.2
WA,1999,0.825,3.598,55.1
FL,1991,0.24,1.87,98.2
WI,1976,0.16,0.521,115.4
TN,1971,0.13,0.416,106.3
MT,1997,0.18,1.754,88.9
FL,2012,1.339,5.549,45.9
OR,1993,0.28,1.784,98.7
NV,2016,1.8,6.361,30.9
KS,1999,0.24,2.712,83.3
PA,2008,1.35,4.414,61.4
TX,1985,0.195,1.055,115.9
ND,2001,0.44,3.383,70.1
CA,2008,0.87,4.292,30.3
KS,2001,0.24,3,78.1
FL,2000,0.339,3.023,82.5
TN,1975,0.13,0.483,117.4
NC,2016,0.45,4.9,54.4
VA,1981,0.025,0.564,149.9
NY,2010,2.75,9.653,24.1
GA,1976,0.12,0.495,125.9
WY,1992,0.12,1.669,110.8
MN,1977,0.18,0.579,117.2
MO,2007,0.17,3.358,100.6
NE,1975,0.13,0.468,114.1
DC,2004,1,4.197,38.4
ME,1997,0.37,2.196,101.1
MO,2002,0.17,3.081,99.2
DE,1997,0.24,1.792,124.1
IL,1987,0.2,1.241,109.5
OR,2008,1.18,4.29,50.4
MS,1980,0.11,0.63,127
DE,1978,0.14,0.6,155.5
FL,2015,1.339,5.744,41.9
OH,1974,0.15,0.46,122.1
NC,1992,0.02,1.535,128.8
ND,1991,0.3,1.683,85.2
IN,1982,0.105,0.757,147.7
MA,1976,0.21,0.573,116.9
CT,1980,0.21,0.801,118
MT,1996,0.18,1.649,87.3
OK,1991,0.23,1.706,87.8
UT,2007,0.695,3.893,32.9
PA,1992,0.18,1.838,96.2
IA,1976,0.13,0.494,124.4
FL,2008,0.339,3.566,67.9
IA,1984,0.18,0.995,111.2
SC,1974,0.06,0.381,129.7
MO,1984,0.13,0.937,130
CO,1979,0.1,0.546,131.5
ME,2019,2,7.256,42.6
NE,1973,0.13,0.42,106.6
PA,2018,2.6,8.133,37.8
MD,2015,2,6.556,30.4
CA,2019,2.87,8.141,15.8
MS,2017,0.68,5.21,59.4
OH,1976,0.15,0.498,124.6
MS,1997,0.18,1.758,106.3
WY,1988,0.08,1.186,114.3
NH,1989,0.17,1.359,172.9
NY,2011,4.35,9.849,18.3
IA,1982,0.18,0.84,116.2
RI,2005,2.46,5.637,49.4
VT,2004,1.19,4.435,69.2
GA,1995,0.12,1.561,100.3
OK,2017,1.03,5.93,60.5
NY,2003,1.5,5.54,35.3
AK,2011,2,8.494,43.3
NV,1983,0.1,0.998,159.2
CA,1979,0.1,0.621,121.9
IN,2008,0.995,4.093,81.7
LA,2007,0.36,3.607,86.7
MN,2007,1.493,4.61,53
NY,2005,1.5,5.457,32.4
MS,2008,0.18,3.451,93.6
CT,1986,0.26,1.227,108.5
MI,1975,0.11,0.479,136.8
ND,2007,0.44,3.54,75.9
MI,2018,2,6.751,42.5
OR,2002,0.68,4.045,66.6
NE,1972,0.13,0.412,104.9
OK,1977,0.13,0.531,140.4
CO,1977,0.1,0.574,132
AZ,2002,0.58,3.85,52
WA,1975,0.16,0.53,99.5
NV,2013,0.8,5.287,43.2
DC,1998,0.65,2.533,50.9
SD,1989,0.23,1.389,87.4
WA,1973,0.16,0.469,91
LA,2004,0.36,3.406,85.6
TN,2016,0.62,5.133,61.6
DE,2007,0.55,4.239,185.2
IL,1994,0.3,1.852,85.7
LA,2016,1.08,5.727,55.9
NE,1994,0.27,1.707,85.9
NY,2019,4.35,10.533,11.7
ID,2017,0.57,5.404,39
DE,1995,0.24,1.691,127.2
IA,1999,0.36,2.863,91.7
SD,2001,0.33,3.275,78.1
NE,2003,0.64,3.791,68.4
MS,1983,0.11,0.89,122.3
DE,2004,0.55,3.411,176
TN,2011,0.62,4.925,71.7
WI,1977,0.16,0.571,117.2
SD,2010,1.53,5.885,48.6
VT,2011,2.24,7.429,48.7
NM,1982,0.12,0.796,97.5
TX,2005,0.41,3.375,55.4
IL,2013,1.98,7.051,31.7
CO,2010,0.84,5.097,41.4
ME,1995,0.37,1.869,102.3
GA,1974,0.12,0.445,123.7
MT,1985,0.16,1.02,103.6
NH,1983,0.12,0.905,232.9
WA,2006,2.025,5.404,33.7
ME,1987,0.28,1.29,125
WY,1982,0.08,0.71,157.7
VA,2010,0.3,4.616,68.9
OR,2018,1.33,6.334,37.2
NE,2013,0.64,5.27,51.2
IA,1974,0.13,0.454,116.1
GA,1999,0.12,2.574,97.1
OR,1992,0.28,1.919,101.6
OR,2011,1.18,5.516,47
OK,2013,1.03,5.533,67.2
MD,1984,0.13,0.901,122.5
UT,2013,1.7,6.296,21.4
AL,2010,0.425,4.726,71.5
VA,2017,0.3,5.221,60.8
DC,1980,0.13,0.69,129.7
WY,2014,0.6,5.1,56.4
HI,1973,0.1,0.407,79.2
CT,1988,0.26,1.42,104.8
DE,1985,0.14,1.052,144.5
DE,2008,1.15,4.215,133.3
NV,1979,0.1,0.631,183.3
GA,2006,0.37,3.498,68.2
OH,1982,0.14,0.825,134
NH,1991,0.21,1.644,144.8
ID,2006,0.57,3.647,58.8
MT,2019,1.7,6.919,36.4
CO,1988,0.2,1.308,94.6
MO,1979,0.09,0.573,140.2
OK,1990,0.23,1.491,88.4
WI,2016,2.52,7.51,39.7
NV,1998,0.35,2.258,102.4
NJ,2016,2.7,7.51,28.1
AZ,1981,0.13,0.733,113.8
NV,1989,0.2,1.737,137.9
MS,2004,0.18,3.203,88.4
NM,2002,0.21,3.345,52.2
AZ,2006,1.18,4.35,42.2
VA,2016,0.3,5.102,63.6
WY,1996,0.12,1.641,110.3
RI,1974,0.13,0.443,146.1
FL,1996,0.339,1.827,91.8
NJ,1971,0.14,0.421,125.1
MA,2011,2.51,7.514,34.2
SC,2000,0.07,2.783,103.9
NJ,1984,0.25,1.047,117.8
CT,2007,1.51,5.358,50.5
KS,2018,1.29,6.225,33.3
PA,1979,0.18,0.613,122.6
PA,2007,1.35,4.397,60.8
SC,1973,0.06,0.352,125.5
MI,1998,0.75,2.613,73.7
NJ,1986,0.25,1.196,115.5
OH,2010,1.25,5.505,59.3
WY,2010,0.6,4.885,65.7
TN,2008,0.62,3.748,69.5
IA,2018,1.36,6.283,43
RI,1998,0.61,2.517,88.7
ID,2015,0.57,5.118,40.8
MI,1989,0.25,1.439,116.6
DE,2013,1.6,5.8,77.1
WA,1996,0.565,2.651,58.1
AR,2012,1.15,5.485,60.5
SD,1993,0.23,1.544,91.6
CA,1972,0.1,0.399,123.5
DC,1995,0.65,2.332,57.9
NV,1974,0.1,0.445,204.7
TX,2003,0.41,3.487,58.9
IN,1979,0.105,0.537,148.9
PA,1991,0.18,1.762,102.5
OR,2014,1.31,5.707,41.4
OR,1976,0.09,0.444,156.5
IL,2004,0.98,4.353,60
CA,2007,0.87,4.197,31.8
MO,2014,0.17,4.553,82.6
MD,1978,0.1,0.562,134.1
IA,2002,0.36,3.314,85.4
MT,2014,1.7,6.296,43
OK,1997,0.23,1.836,111.8
VA,2015,0.3,5.034,66.1
WI,1971,0.14,0.403,105.4
LA,2012,0.36,4.654,72
NE,1977,0.13,0.536,117.7
SD,1997,0.33,1.928,88.8
OK,1987,0.23,1.226,113.1
MD,1982,0.13,0.749,131.3
NC,2019,0.45,5.363,51.6
GA,1972,0.12,0.424,117
DC,1989,0.17,1.457,101.1
ND,1995,0.44,1.827,80.6
KY,2003,0.03,3.101,175.8
NY,1978,0.15,0.611,126.4
IA,1990,0.31,1.554,95.4
ID,2013,0.57,4.861,43.1
MS,1976,0.11,0.488,120.9
CT,1998,0.5,2.365,75.5
WY,2002,0.12,3.139,93.2
MA,2002,0.76,4.843,55.5
SC,2017,0.57,5.142,55.5
IN,1971,0.06,0.325,139.3
CA,2015,0.87,5.607,22.3
DC,2014,2.86,7.312,16.2
ND,2006,0.44,3.365,73.7
MA,1999,0.76,3.523,60.4
IA,1993,0.36,1.714,92.5
CO,1991,0.2,1.575,90.2
LA,2000,0.2,2.951,104.3
CT,1999,0.5,3.123,73.4
MI,1994,0.25,2.243,112.9
VA,1985,0.025,0.913,134.6
NY,1974,0.15,0.515,121.6
LA,1977,0.11,0.542,140
MA,1996,0.51,2.446,74.6
SD,1983,0.15,0.898,109.8
NH,1988,0.17,1.259,180.4
NC,1978,0.02,0.437,205.5
MT,2013,1.7,6.155,44.3
NM,2003,0.21,3.787,53.5
MI,1992,0.25,1.846,107.6
OK,1988,0.23,1.334,103.6
NE,1992,0.27,1.772,90.6
OR,1975,0.09,0.424,154.4
MT,2002,0.18,3.217,74.4
WA,2014,3.025,7.815,18.6
NE,1996,0.34,1.848,86.2
NH,1970,0.07,0.341,265.7
NV,2007,0.8,4.026,65.5
ID,1981,0.091,0.676,114.1
WY,1989,0.08,1.295,111.4
SD,2019,1.53,6.693,35
NE,1981,0.13,0.697,117
MD,1972,0.06,0.353,133.2
TN,1983,0.13,0.883,129
WA,2011,3.025,7.636,21.7
VA,2009,0.3,4.514,73.4
NM,1998,0.21,2.018,62.6
MT,2015,1.7,6.294,42.2
MT,1984,0.16,0.955,110.1
CA,1997,0.37,2.078,53.8
VT,1973,0.12,0.413,146.8
ID,2000,0.28,2.911,66.9
OH,1970,0.1,0.381,121.6
NC,2018,0.45,5.173,53.2
NC,1980,0.02,0.5,187.8
LA,1981,0.11,0.703,144
WI,1982,0.25,0.92,115.6
SC,2015,0.57,5.029,56.1
RI,2014,3.5,8.248,36.7
UT,2006,0.695,3.722,34.5
SC,1997,0.07,1.653,124.5
VA,2008,0.3,3.657,73.6
MA,1975,0.16,0.574,126.1
MN,1974,0.18,0.494,110.6
KY,2009,0.6,4.578,126.4
WI,1999,0.59,3.128,84.4
OK,2001,0.23,3.138,108.1
DC,1990,0.17,1.433,84.1
NH,1973,0.11,0.379,279
SD,2016,1.53,6.252,44.6
NJ,1990,0.27,1.804,98.6
VA,1983,0.025,0.76,144.7
NY,1971,0.12,0.427,123.3
ND,1998,0.44,2.236,79.1
NC,1991,0.02,1.45,132.7
ID,2004,0.57,3.498,60.8
CT,1992,0.4,2.023,83.6
ND,2009,0.44,4.193,72.9
PA,1987,0.18,1.123,110.6
UT,2012,1.7,6.24,23
WI,1974,0.16,0.466,111.8
AK,1996,0.29,2.144,89.9
MN,1986,0.23,1.201,104.8
FL,2018,1.339,6.13,38.4
NE,1984,0.18,0.958,107.7
NM,1972,0.12,0.418,99.3
CT,1978,0.21,0.644,117.5
ME,1970,0.12,0.388,128.5
WA,1991,0.34,1.992,78.7
ID,1999,0.28,2.759,75.1
WV,2004,0.55,3.364,104
NJ,2001,0.8,3.798,57.7
AL,1988,0.165,1.223,112.1
DE,1975,0.14,0.501,147.6
DC,2013,2.86,7.39,18.6
WA,1992,0.34,2.023,81.1
MS,1993,0.18,1.569,105.4
CA,1974,0.1,0.45,126.7
MO,1983,0.13,0.848,134.1
ME,2016,2,6.807,48.9
KS,1993,0.24,1.596,89.9
WA,1993,0.34,2.198,79.4
LA,1989,0.16,1.434,103.6
NJ,2002,0.8,4.632,58.4
OH,1984,0.14,0.922,127.1
GA,1983,0.12,0.868,128.6
MO,1996,0.17,1.634,124.1
AK,1994,0.29,2.014,94.1
WV,2017,1.2,5.88,82.2
IL,2019,1.98,8.972,29.3
WV,2014,0.55,4.868,97.4
FL,1976,0.17,0.559,130.3
ID,1988,0.18,1.336,84.5
WV,2002,0.17,3.046,110.7
NV,1995,0.35,1.95,100.9
IA,1986,0.26,1.171,104.1
AZ,1977,0.13,0.536,121.7
NE,1982,0.18,0.837,117.1
AK,1984,0.08,1.027,133.6
WY,1973,0.08,0.358,141.2
KY,1977,0.03,0.414,229.4
ID,2001,0.28,3.049,66.7
OH,2002,0.24,3.592,96.8
WA,2013,3.025,7.745,19.5
MN,2000,0.48,3.188,76
NE,1983,0.18,0.948,110.8
AZ,1976,0.13,0.487,122.3
WA,2019,3.025,8.569,15
ND,1992,0.3,1.776,74.4
WI,2012,2.52,7.24,41.2
CA,1987,0.1,1.174,97.5
MO,1980,0.09,0.599,142.1
AK,1971,0.08,0.421,123
CO,2011,0.84,5.216,40.6
SD,1990,0.23,1.503,88.3
SC,1992,0.07,1.645,112.9
IA,1975,0.13,0.478,120.5
SD,2002,0.33,3.405,75.4
OH,2018,1.6,6.426,47.6
IN,1997,0.155,1.668,135.3
IN,1974,0.06,0.367,159.6
RI,1981,0.18,0.716,151.2
HI,2017,3.2,9.092,25.1
ID,2012,0.57,4.789,43.5
DC,1997,0.65,2.365,54.3
NE,1979,0.13,0.595,116.1
OH,1971,0.1,0.384,124.6
NJ,1994,0.4,1.878,81.6
NM,1996,0.21,1.76,65.7
MS,2016,0.68,5.129,59.2
WI,2017,2.52,7.544,39
LA,1974,0.11,0.443,129.9
NY,1984,0.21,1.062,119.3
MS,1990,0.18,1.427,101.8
RI,1976,0.18,0.523,150.2
MS,1996,0.18,1.686,106.9
AR,2000,0.315,2.944,99.4
IA,2016,1.36,5.997,47.7
SC,1984,0.07,0.83,127
ND,1997,0.44,2.052,77.5
OK,2007,1.03,4.1,85.8
AZ,1980,0.13,0.633,126.8
GA,1991,0.12,1.595,109.6
ME,2001,0.74,3.926,81.2
NH,2015,1.78,6.343,89.6
MO,2017,0.17,4.819,79.5
NV,1994,0.35,1.904,105.2
CA,1975,0.1,0.483,127.1
MI,2011,2,6.335,46.4
MA,1989,0.26,1.524,104.4
NC,2008,0.35,3.465,73.7
HI,1981,0.15,0.755,85.6
OK,2016,1.03,5.837,61.2
LA,1980,0.11,0.626,143.8
NC,1996,0.05,1.52,129.7
KY,2012,0.6,4.752,100.1
ND,2015,0.44,4.709,75.8
WY,1974,0.08,0.386,145.8
ME,1980,0.16,0.629,141.2
ID,2010,0.57,4.705,46.4
OR,1999,0.68,3.242,79.9
IA,2012,1.36,5.753,48.6
IA,1994,0.36,1.79,93.4
LA,1988,0.16,1.307,110.9
VT,1995,0.2,1.964,123.2
UT,1978,0.08,0.537,79.6
IL,2008,0.98,4.949,47.9
VT,1999,0.44,3.011,94.1
NV,1986,0.15,1.14,142.6
AK,2004,1,5.03,63.6
ME,2006,2,5.28,64.8
ND,1989,0.27,1.443,84.1
TN,1999,0.13,2.612,115.8
IN,2016,0.995,5.581,62.4
WI,1979,0.16,0.612,117.1
AK,1987,0.16,1.254,110.4
MI,2000,0.75,3.455,83.7
DC,1993,0.5,2.131,68
SC,2010,0.07,4.705,84.5
HI,1994,0.52,2.286,44.2
RI,1978,0.18,0.587,146.8
SC,1986,0.07,0.953,126.6
IA,2013,1.36,5.748,48.5
KS,2019,1.29,6.373,31.1
KS,2006,0.79,3.988,55.4
NV,2012,0.8,5.181,43.1
NJ,2010,2.7,7.293,31.1
ND,1984,0.18,1.006,109.4
VA,2007,0.3,3.598,76.1
NV,1985,0.15,1.066,146.7
RI,2011,3.46,7.854,36.3
NC,1983,0.02,0.75,169.7
KS,1978,0.11,0.548,127.1
MI,2009,2,6.139,50.6
CA,2002,0.87,4.081,35.8
GA,2008,0.37,3.638,61.6
MS,2006,0.18,3.215,92.2
AZ,1975,0.13,0.491,121.8
SC,2012,0.57,4.851,61.9
RI,1986,0.234,1.135,136.3
DE,1979,0.14,0.627,150.2
OK,1975,0.13,0.464,132.9
VA,2018,0.3,5.438,55.7
FL,1993,0.339,1.716,96.8
DC,2012,2.86,7.366,20
SD,1984,0.15,0.923,105.7
IA,1977,0.13,0.546,125.5
RI,1985,0.23,1.018,133.4
NM,1975,0.12,0.495,103.1
CA,2011,0.87,5.395,26
KS,1983,0.11,0.91,127.6
NV,1993,0.35,1.903,108.1
NE,1974,0.13,0.446,110.5
MN,1997,0.48,2.2,84.1
HI,2003,1.3,4.723,51.2
IN,2010,0.995,5.147,71.7
PA,2017,2.6,7.959,40.5
AL,2015,0.425,5.305,60.7
MN,1975,0.18,0.521,111.5
MT,1991,0.18,1.635,82.9
IN,1983,0.105,0.852,143
MD,1987,0.13,1.092,119.3
GA,1985,0.12,1.001,128.8
IN,1972,0.06,0.329,149.2
NC,1990,0.02,1.266,133.7
DC,2007,1,4.3,38.1
MS,2019,0.68,5.636,53.8
MO,1988,0.13,1.189,127.4
NJ,1978,0.19,0.635,123.9
WV,2015,0.55,4.9,97.3
AR,1977,0.1775,0.565,122.6
UT,1970,0.08,0.366,65.5
RI,2010,3.46,7.795,37.1
NH,1976,0.12,0.45,290.5
IA,2017,1.36,6.184,45
MI,1978,0.11,0.572,141.8
MT,2010,1.7,6.121,47.3
MA,1980,0.21,0.708,120.5
HI,2000,1,4.051,31.9
NE,2011,0.64,5.107,53.5
KY,1978,0.03,0.434,224.7
HI,2002,1,4.544,51.1
TN,1980,0.13,0.637,130.4
WI,2014,2.52,7.53,39.9
WV,1982,0.17,0.882,119.8
OK,1980,0.18,0.658,141.6
CT,2012,3.4,8.329,33.5
IL,1980,0.12,0.631,135.2
DC,1988,0.17,1.359,105.4
MO,1995,0.17,1.598,124
TX,2008,1.41,4.549,43.9
IN,1991,0.155,1.535,127.2
MS,1982,0.11,0.786,125.8
KY,2001,0.03,2.927,152.6
KS,1971,0.11,0.388,102.8
OK,2000,0.23,2.904,108.9
SC,1988,0.07,1.119,124.4
MS,1977,0.11,0.536,122.1
AK,1975,0.08,0.483,150.4
OR,1978,0.09,0.519,156.3
IN,1996,0.155,1.563,135.1
OR,2013,1.18,5.683,43.3
AL,1994,0.165,1.551,107.1
ME,1991,0.31,1.877,116.1
IL,1995,0.44,1.887,84.3
HI,2011,3,8.788,32.9
NE,2012,0.64,5.062,52.5
UT,1994,0.265,1.688,55.8
MS,2003,0.18,3.215,91.2
IL,1989,0.2,1.473,104.6
IA,2015,1.36,5.812,46.5
SD,1987,0.23,1.247,95.8
NM,2004,0.91,3.883,35.4
ND,1973,0.11,0.399,108.7
OK,1995,0.23,1.627,109.5
OR,2019,1.33,6.495,35
OR,2009,1.18,5.099,48.4
SC,1971,0.06,0.341,115
WV,1983,0.17,0.972,115.7
AR,2004,0.59,3.535,79.8
MD,2000,0.66,3.449,57.7
MD,1971,0.06,0.343,126.7
NJ,1999,0.8,3.397,63.6
VA,1998,0.025,1.837,105.6
AK,2016,2,9.013,35.6
SC,2016,0.57,5.049,57.3
NE,1999,0.34,2.883,86.8
ME,2010,2,6.464,53
NV,1973,0.1,0.419,201.5
PA,1996,0.31,1.765,93.3
WA,1980,0.16,0.666,101.4
WV,1999,0.17,2.537,112.4
KY,1981,0.03,0.563,209.7
SC,2009,0.07,3.967,85
FL,2009,0.339,5.475,70.6
NH,2016,1.78,6.432,91.5
NH,1984,0.17,0.892,215.1
SD,2000,0.33,3.04,75.1
DE,1992,0.24,1.879,120
ND,2005,0.44,3.35,66
ME,1982,0.16,0.808,139.5
AL,2019,0.675,5.784,53.1
RI,1970,0.13,0.402,123.9
AZ,1973,0.1,0.392,128.3
WI,2001,0.59,3.846,78.2
ID,2007,0.57,3.802,58.6
MI,1983,0.21,0.97,128.3
WV,2000,0.17,2.758,107.9
ME,1994,0.37,1.849,101.6
NH,2007,0.8,4.24,131.6
CO,1994,0.2,1.642,89.1
CO,2002,0.2,3.264,66.2
MD,1977,0.1,0.521,135.7
AZ,1990,0.15,1.514,88.9
CT,2000,0.5,3.192,71.4
ID,2005,0.57,3.61,58.3
ID,1982,0.091,0.765,111.5
RI,1992,0.37,1.979,100.1
KY,1996,0.03,1.456,179
MN,1984,0.18,1.015,110.8
MO,1992,0.13,1.576,122.3
VT,1972,0.12,0.398,138
TN,2013,0.62,4.965,66.2
OK,2011,1.03,5.551,71
VA,1996,0.025,1.596,104.6
MT,2016,1.7,6.444,42.2
DC,1971,0.04,0.337,213
NM,1983,0.12,0.902,96.3
TX,1986,0.205,1.144,113.7
AL,1992,0.165,1.762,109.1
NC,2015,0.45,4.741,54.1
TN,2005,0.2,3.257,97
MO,1976,0.09,0.459,139.5
CA,1976,0.1,0.49,128
DC,2011,2.5,7.113,24.2
UT,1982,0.1,0.82,73.6
VT,1977,0.12,0.525,169.4
WI,1998,0.44,2.435,88.7
WI,1994,0.38,1.88,91.8
AK,1988,0.16,1.394,80
HI,1998,0.8,3.017,35.5
IL,1977,0.12,0.546,134
HI,2008,1.8,5.86,44
VA,1991,0.025,1.579,109.1
ME,1978,0.16,0.545,143.9
SD,1972,0.12,0.396,103
MN,1981,0.18,0.717,120.8
IN,1970,0.06,0.322,134.6
NY,1994,0.56,2.121,71.6
FL,1972,0.17,0.474,126
KS,2011,0.79,5.112,41.2
KY,2017,0.6,5.176,85.6
OR,2015,1.31,5.907,40.5
OR,1983,0.19,0.965,124.6
ND,2014,0.44,4.733,75.8
NH,2001,0.52,3.529,136.1
MD,2011,2,6.288,34.6
RI,2008,2.46,5.803,43.6
FL,1987,0.24,1.305,125.1
MO,2011,0.17,4.299,91.1
RI,1995,0.56,2.149,90.8
AK,2009,2,7.605,45.8
TX,1979,0.185,0.637,126.4
WY,1979,0.08,0.553,168.6
NH,2000,0.52,3.215,147.3
LA,1984,0.11,1.03,128.9
